notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,ensure_selected_config_from_results,6,5,0.5556,148,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,first_existing_results_path,6,5,0.5556,107,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,load_class_weights,6,5,0.5556,163,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,load_json,6,5,0.5556,75,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,10,4,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,normalise_handoff_config,6,5,0.5556,89,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,rebuild_selected_config_from_results,6,5,0.5556,117,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,10,4,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,require_file,6,5,0.5556,67,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,resolve_project_root,6,5,0.5556,34,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,save_json,6,5,0.5556,81,## 2. Load Cache and Architecture Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,207,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,build_cnn_model,8,7,0.7778,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,config_json,8,7,0.7778,18,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,config_key,8,7,0.7778,23,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,flat_result,8,7,0.7778,128,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,make_optimizer,8,7,0.7778,39,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,normalise_config,8,7,0.7778,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,seed_from_config,8,7,0.7778,27,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,select_best,8,7,0.7778,160,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,set_global_seed,8,7,0.7778,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_LearningRate_BatchSize_Trial.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_LearningRate_BatchSize_Trial.ipynb,train_and_evaluate_config,8,7,0.7778,79,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,load_class_weights,6,5,0.5556,87,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,load_json,6,5,0.5556,75,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,10,4,4,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,require_file,6,5,0.5556,67,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,resolve_project_root,6,5,0.5556,34,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,save_json,6,5,0.5556,81,## 2. Load Cache and Search Space,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,126,10,4,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,build_cnn_model,8,7,0.7778,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,config_json,8,7,0.7778,18,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,config_key,8,7,0.7778,23,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,flat_result,8,7,0.7778,128,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,make_optimizer,8,7,0.7778,39,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,normalise_config,8,7,0.7778,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,6,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,seed_from_config,8,7,0.7778,27,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,select_best,8,7,0.7778,160,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,set_global_seed,8,7,0.7778,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,train_and_evaluate_config,8,7,0.7778,79,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,enumerate_space,10,9,1.0,35,## 4. Run or Load Random Search,configuration/paths; dataset loading; training; outputs/saving; function definitions,73,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Random_Search.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Random_Search.ipynb,rebuild_best_json_from_trials,10,9,1.0,7,## 4. Run or Load Random Search,configuration/paths; dataset loading; training; outputs/saving; function definitions,73,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,ensure_selected_config_from_results,6,5,0.3846,149,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,first_existing_results_path,6,5,0.3846,108,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,12,6,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,load_class_weights,6,5,0.3846,164,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,load_json,6,5,0.3846,75,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,12,6,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,normalise_handoff_config,6,5,0.3846,89,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,rebuild_selected_config_from_results,6,5,0.3846,118,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,12,6,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,require_file,6,5,0.3846,67,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,resolve_project_root,6,5,0.3846,34,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,save_json,6,5,0.3846,81,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,203,8,2,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,build_mlp_model,8,7,0.5385,53,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,config_json,8,7,0.5385,16,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,config_key,8,7,0.5385,21,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,flat_result,8,7,0.5385,118,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,make_optimizer,8,7,0.5385,40,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,normalise_config,8,7,0.5385,2,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,10,2,7,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,run_controlled_trial,8,7,0.5385,153,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,12,4,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,seed_from_config,8,7,0.5385,26,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,select_best,8,7,0.5385,148,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,set_global_seed,8,7,0.5385,32,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Activation_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Activation_Trial.ipynb,train_and_evaluate_config,8,7,0.5385,69,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,ensure_selected_config_from_results,6,5,0.3846,149,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,first_existing_results_path,6,5,0.3846,108,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,load_class_weights,6,5,0.3846,164,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,load_json,6,5,0.3846,75,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,normalise_handoff_config,6,5,0.3846,89,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,rebuild_selected_config_from_results,6,5,0.3846,118,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,12,6,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,require_file,6,5,0.3846,67,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,resolve_project_root,6,5,0.3846,34,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,save_json,6,5,0.3846,81,## 2. Load Cache and Previous Config,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,205,8,2,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,build_mlp_model,8,7,0.5385,53,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,config_json,8,7,0.5385,16,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,config_key,8,7,0.5385,21,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,flat_result,8,7,0.5385,118,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,make_optimizer,8,7,0.5385,40,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,normalise_config,8,7,0.5385,2,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,10,2,7,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,run_controlled_trial,8,7,0.5385,153,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,12,4,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\MLP\MLP_Architecture_Trial.ipynb,Training/Model Variants/Neural Networks/MLP/MLP_Architecture_Trial.ipynb,seed_from_config,8,7,0.5385,26,## 3. Keras Utilities,configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,181,,,1,False
